,State,Account length,Area code,International plan,Voice mail plan,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
1020,47,58,510,2116,659,240.4,80,40.87,118.9,91,10.11,164.2,108,7.39,11.2,3,3.02,1,0
3140,60,204,415,2116,1674,174.3,85,29.63,254.1,95,21.6,176.4,96,7.94,5.9,3,1.59,6,0
2883,55,95,415,2116,1674,229.9,116,39.08,202.4,110,17.2,171.4,105,7.71,14.2,6,3.83,1,0
1180,37,49,415,2116,1674,213.8,79,36.35,265.1,93,22.53,239.8,128,10.79,15.6,7,4.21,0,0
285,51,71,415,2116,1674,243.7,124,41.43,60.0,90,5.1,189.0,129,8.5,11.3,2,3.05,0,0
2127,39,120,510,2116,659,177.9,117,30.24,175.1,70,14.88,161.3,117,7.26,11.5,4,3.11,1,0
1345,37,169,415,2116,1674,179.2,111,30.46,175.2,130,14.89,228.6,92,10.29,9.9,6,2.67,2,0
172,39,75,510,2116,659,130.9,115,22.25,203.4,110,17.29,171.7,68,7.73,12.4,4,3.35,1,0
2976,39,105,415,2116,659,186.9,114,31.77,256.3,91,21.79,334.7,104,15.06,8.9,2,2.4,1,0
3186,39,58,510,2116,1674,131.9,96,22.42,167.6,107,14.25,205.9,106,9.27,14.7,5,3.97,3,0
2447,52,13,415,2116,1674,303.2,133,51.54,170.5,86,14.49,227.6,80,10.24,11.5,3,3.11,0,1
2374,50,94,415,2116,1674,206.1,49,35.04,224.6,115,19.09,256.7,74,11.55,13.0,1,3.51,1,0
1086,45,88,510,2116,1674,73.3,86,12.46,161.4,82,13.72,239.6,76,10.78,8.2,3,2.21,4,1
2325,63,122,415,2116,1674,234.1,101,39.8,200.2,121,17.02,237.4,89,10.68,13.1,9,3.54,2,0
1969,36,68,415,2116,1674,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0
1010,47,100,415,2116,1674,203.8,122,34.65,283.1,76,24.06,197.3,83,8.88,12.5,3,3.38,0,0
46,42,106,408,2116,659,165.9,126,28.2,216.5,93,18.4,173.1,86,7.79,14.1,8,3.81,4,0
1274,63,179,415,2116,1674,170.7,54,29.02,191.1,108,16.24,214.6,107,9.66,13.3,4,3.59,1,0
1667,42,68,415,2116,659,176.0,118,29.92,277.9,116,23.62,174.7,71,7.86,14.7,7,3.97,1,0
1303,43,56,415,2116,659,127.1,89,21.61,172.1,116,14.63,194.6,111,8.76,12.1,3,3.27,1,0
1129,60,110,408,2116,1674,149.8,112,25.47,180.0,93,15.3,140.0,119,6.3,11.7,4,3.16,2,0
3113,52,115,415,2116,1674,166.5,111,28.31,236.2,98,20.08,205.6,92,9.25,15.6,2,4.21,1,0
2988,53,170,415,2116,1674,285.7,44,48.57,167.5,144,14.24,260.0,97,11.7,8.7,4,2.35,1,1
2696,34,151,415,217,1674,198.7,70,33.78,209.5,106,17.81,281.9,126,12.69,12.4,4,3.35,0,0
2887,45,107,415,2116,1674,206.9,79,35.17,262.4,117,22.3,149.3,69,6.72,10.7,3,2.89,0,0
1033,51,97,408,2116,1674,256.4,125,43.59,273.9,100,23.28,222.7,101,10.02,11.1,1,3.0,1,1
556,75,87,415,2116,1674,58.0,125,9.86,67.5,116,5.74,185.9,136,8.37,11.5,3,3.11,0,0
763,50,112,510,2116,659,113.7,117,19.33,157.5,82,13.39,177.6,118,7.99,10.0,3,2.7,2,0
3266,47,93,415,2116,1674,146.3,85,24.87,216.6,95,18.41,233.0,82,10.49,11.5,3,3.11,0,0
1994,52,95,510,2116,1674,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0
128,50,121,408,2116,1674,150.7,105,25.62,197.3,133,16.77,169.0,116,7.61,9.2,15,2.48,1,0
805,41,148,415,2116,1674,202.0,102,34.34,243.2,128,20.67,261.3,90,11.76,10.9,3,2.94,1,0
2999,50,107,408,2116,1674,90.7,90,15.42,207.5,109,17.64,169.4,96,7.62,5.6,5,1.51,2,0
512,36,115,415,2116,1674,206.2,113,35.05,176.4,102,14.99,297.1,119,13.37,11.0,7,2.97,1,0
2877,57,21,415,2116,1674,223.2,142,37.94,216.5,114,18.4,214.7,111,9.66,12.4,2,3.35,1,0
441,31,100,408,2116,1674,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0
587,44,95,510,2116,1674,58.2,96,9.89,202.1,126,17.18,210.5,97,9.47,10.4,5,2.81,0,0
679,31,62,415,2116,1674,120.7,70,20.52,307.2,76,26.11,203.0,99,9.14,13.1,6,3.54,4,0
1028,56,85,408,217,1674,165.4,107,28.12,196.0,126,16.66,349.2,110,15.71,9.6,7,2.59,2,0
3267,51,160,415,2116,1674,206.3,66,35.07,241.1,109,20.49,227.8,102,10.25,11.7,6,3.16,0,0
1548,44,47,415,2116,1674,155.3,116,26.4,188.2,85,16.0,247.0,73,11.12,12.3,4,3.32,3,0
3310,37,172,408,2116,1674,203.9,109,34.66,234.0,123,19.89,160.7,65,7.23,17.8,4,4.81,4,0
3193,38,62,415,2116,1674,186.8,94,31.76,207.6,92,17.65,195.0,98,8.78,8.8,4,2.38,3,0
942,43,89,415,2116,1674,213.0,63,36.21,176.6,71,15.01,262.6,126,11.82,9.1,1,2.46,1,1
2968,31,123,415,2116,1674,204.4,88,34.75,137.5,111,11.69,226.0,100,10.17,10.0,4,2.7,0,0
1867,39,174,408,2116,1674,139.4,96,23.7,143.4,108,12.19,225.2,107,10.13,10.0,5,2.7,2,0
2620,31,113,510,2116,1674,156.0,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0
1871,39,108,415,2116,659,169.8,136,28.87,173.7,101,14.76,214.6,105,9.66,9.5,7,2.57,2,0
3242,56,93,415,2116,1674,152.1,141,25.86,215.5,107,18.32,262.4,111,11.81,12.0,7,3.24,1,0
611,40,57,415,2116,1674,221.1,101,37.59,236.7,65,20.12,252.3,137,11.35,9.5,1,2.57,0,0
3265,37,146,510,2116,1674,138.4,104,23.53,158.9,122,13.51,47.4,73,2.13,3.9,9,1.05,4,1
2050,75,124,415,2116,1674,157.4,107,26.76,167.8,112,14.26,188.8,102,8.5,8.8,3,2.38,3,0
431,44,113,415,2116,1674,90.6,130,15.4,170.6,100,14.5,137.4,74,6.18,5.4,9,1.46,1,0
1620,75,48,408,2116,1674,275.2,67,46.78,180.2,108,15.32,159.0,110,7.15,7.9,2,2.13,1,0
1406,51,74,415,2116,1674,136.7,106,23.24,228.6,105,19.43,265.3,114,11.94,9.8,4,2.65,0,0
3159,43,115,415,2116,1674,195.9,111,33.3,227.0,108,19.3,313.2,113,14.09,13.2,1,3.56,2,0
1601,41,123,415,2116,1674,211.0,92,35.87,217.0,102,18.45,214.8,104,9.67,9.8,7,2.65,3,0
1555,55,71,415,2116,1674,103.3,103,17.56,138.5,79,11.77,164.8,98,7.42,9.0,2,2.43,2,0
3293,41,99,415,2116,659,244.1,71,41.5,203.4,58,17.29,234.0,115,10.53,7.7,4,2.08,3,0
2785,44,63,415,2116,1674,180.5,126,30.69,230.0,98,19.55,232.5,73,10.46,10.6,3,2.86,0,0
1783,45,65,415,2116,1674,105.7,95,17.97,141.8,100,12.05,180.5,105,8.12,6.6,12,1.78,2,0
2138,43,133,510,2116,1674,245.8,102,41.79,264.7,90,22.5,111.7,103,5.03,11.2,7,3.02,0,0
1417,42,81,415,2116,659,167.9,147,28.54,190.7,105,16.21,193.0,103,8.69,9.2,6,2.48,4,1
2499,52,157,510,2116,1674,168.6,71,28.66,205.1,48,17.43,175.8,88,7.91,5.9,2,1.59,3,0
2298,51,116,415,2116,659,204.7,118,34.8,209.4,91,17.8,212.9,67,9.58,7.0,2,1.89,2,0
3199,50,73,415,2116,659,173.7,117,29.53,204.0,114,17.34,174.6,94,7.86,6.3,3,1.7,2,0
1731,39,136,415,2116,659,90.4,105,15.37,201.3,109,17.11,227.1,115,10.22,13.1,4,3.54,0,0
2638,25,105,415,2116,659,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1
2031,45,100,510,2116,1674,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,4,1.92,1,0
2371,51,52,408,2116,659,142.1,77,24.16,193.0,97,16.41,253.4,88,11.4,11.0,4,2.97,1,0
909,45,136,510,2116,1674,92.0,117,15.64,253.6,77,21.56,214.1,90,9.63,10.3,10,2.78,1,0
1236,36,57,510,2116,1674,149.3,100,25.38,200.2,110,17.02,231.7,101,10.43,11.9,3,3.21,2,0
1736,52,73,415,2116,1674,217.8,91,37.03,220.6,97,18.75,277.3,89,12.48,10.3,6,2.78,1,1
581,45,112,415,2116,1674,81.6,94,13.87,268.1,112,22.79,140.8,75,6.34,8.6,18,2.32,1,0
1457,34,179,510,2116,1674,116.1,101,19.74,201.8,99,17.15,181.9,103,8.19,11.6,5,3.13,0,0
2346,56,111,415,2116,1674,246.5,108,41.91,216.3,89,18.39,179.6,99,8.08,12.7,3,3.43,2,0
2599,51,90,510,2116,1674,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11.0,7,2.97,1,0
34,45,93,415,2116,1674,271.6,71,46.17,229.4,108,19.5,77.3,121,3.48,10.9,3,2.94,2,0
737,43,70,415,2116,659,249.5,101,42.42,259.7,98,22.07,222.7,68,10.02,9.8,4,2.65,1,0
1546,36,108,408,2116,659,165.1,85,28.07,267.0,93,22.7,250.7,114,11.28,10.9,4,2.94,1,0
3057,37,99,408,2116,1674,135.7,107,23.07,208.4,103,17.71,209.0,95,9.4,8.8,3,2.38,7,1
364,56,120,408,2116,659,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,0
2493,39,138,415,2116,659,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,0
1861,63,142,510,2116,659,237.4,105,40.36,175.9,93,14.95,210.3,110,9.46,9.2,3,2.48,3,0
2767,56,135,510,2116,1674,154.4,130,26.25,203.8,90,17.32,158.7,59,7.14,11.8,3,3.19,0,0
317,47,197,510,2116,1674,154.8,111,26.32,171.5,102,14.58,227.3,86,10.23,10.6,2,2.86,3,0
762,42,74,415,2116,1674,282.5,114,48.03,219.9,48,18.69,170.0,115,7.65,9.4,4,2.54,1,1
365,50,120,510,2116,1674,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,0
3111,51,147,415,2116,1674,130.6,83,22.2,208.1,144,17.69,204.6,72,9.21,15.6,3,4.21,3,0
1194,52,152,415,2116,1674,197.1,126,33.51,130.1,76,11.06,78.1,100,3.51,7.4,4,2.0,3,0
1116,51,99,408,2116,659,200.7,88,34.12,264.2,116,22.46,172.7,102,7.77,9.1,5,2.46,1,0
2873,37,127,510,2116,659,2.6,113,0.44,254.0,102,21.59,242.7,156,10.92,9.2,5,2.48,3,0
1788,39,78,408,2116,1674,140.7,77,23.92,195.2,114,16.59,252.9,107,11.38,11.7,5,3.16,0,0
559,56,95,408,2116,1674,237.3,83,40.34,154.0,65,13.09,237.0,105,10.67,11.2,6,3.02,1,0
1568,56,31,415,2116,1674,177.3,129,30.14,152.8,105,12.99,162.9,92,7.33,5.1,2,1.38,0,0
1282,75,112,415,217,1674,161.9,138,27.52,200.9,114,17.08,134.0,134,6.03,10.7,4,2.89,1,0
3020,40,125,408,2116,659,120.5,104,20.49,227.8,115,19.36,158.5,100,7.13,10.2,3,2.75,1,0
246,53,37,415,217,1674,106.6,76,18.12,147.4,89,12.53,235.8,113,10.61,9.6,8,2.59,2,0
2910,37,109,415,2116,659,111.2,90,18.9,263.5,98,22.4,224.7,128,10.11,9.0,6,2.43,6,1
3070,40,71,415,2116,1674,211.2,70,35.9,252.7,122,21.48,225.8,104,10.16,12.3,3,3.32,0,0
221,43,132,415,2116,659,174.5,101,29.67,245.6,105,20.88,172.8,76,7.78,10.3,9,2.78,1,0
968,45,56,408,2116,1674,197.0,110,33.49,222.8,102,18.94,225.3,91,10.14,10.6,6,2.86,2,0
1604,37,87,408,2116,659,143.5,106,24.4,223.5,147,19.0,175.4,69,7.89,11.2,5,3.02,0,0
2098,63,117,408,2116,1674,161.6,104,27.47,196.3,119,16.69,294.8,111,13.27,13.8,2,3.73,1,0
2513,60,69,408,2116,1674,196.1,87,33.34,236.8,66,20.13,182.3,75,8.2,11.9,1,3.21,0,0
1830,53,76,415,217,1674,273.3,66,46.46,263.6,121,22.41,165.2,84,7.43,12.0,7,3.24,1,1
3025,53,97,415,2116,1674,209.2,134,35.56,0.0,0,0.0,175.4,94,7.89,11.8,6,3.19,1,0
1437,51,137,408,2116,1674,144.0,90,24.48,181.6,100,15.44,128.1,93,5.76,12.3,2,3.32,0,0
1890,47,48,415,2116,659,230.9,92,39.25,167.6,121,14.25,270.0,87,12.15,7.6,4,2.05,3,0
3047,60,99,408,2116,1674,256.4,44,43.59,214.5,105,18.23,233.7,75,10.52,7.9,1,2.13,3,1
3026,34,98,510,217,1674,158.4,71,26.93,306.6,66,26.06,144.2,93,6.49,2.1,4,0.57,1,0
1615,51,119,415,2116,659,217.1,92,36.91,220.8,134,18.77,249.5,93,11.23,8.0,5,2.16,2,0
1153,44,129,415,2116,1674,139.5,119,23.72,289.3,105,24.59,129.4,97,5.82,13.1,8,3.54,0,0
2838,51,74,415,2116,1674,314.1,86,53.4,222.4,99,18.9,259.0,121,11.66,12.3,5,3.32,3,1
2996,50,37,408,2116,1674,134.9,98,22.93,248.4,130,21.11,236.2,113,10.63,14.7,2,3.97,3,0
199,37,77,415,2116,659,209.7,73,35.65,183.6,63,15.61,205.5,111,9.25,7.1,3,1.92,2,0
139,43,119,415,2116,1674,176.8,90,30.06,224.7,81,19.1,204.6,77,9.21,7.5,15,2.03,1,0
1804,56,55,510,2116,659,222.5,104,37.83,171.5,94,14.58,377.5,114,16.99,9.7,2,2.62,1,0
947,57,141,415,2116,1674,260.2,131,44.23,179.2,120,15.23,135.0,119,6.08,7.2,8,1.94,3,0
3215,45,36,408,2116,659,29.9,123,5.08,129.1,117,10.97,325.9,105,14.67,8.6,6,2.32,2,0
2980,38,123,510,2116,659,212.3,77,36.09,251.5,78,21.38,208.7,85,9.39,6.6,2,1.78,3,0
1459,38,165,415,2116,1674,207.7,109,35.31,164.8,94,14.01,54.5,91,2.45,7.9,3,2.13,0,0
1027,50,135,510,2116,1674,246.8,129,41.96,187.8,121,15.96,154.5,109,6.95,12.6,5,3.4,1,0
1179,34,83,415,2116,1674,195.0,92,33.15,210.5,83,17.89,180.6,92,8.13,11.0,13,2.97,0,0
2018,42,144,510,2116,1674,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,5,3.13,1,1
3243,37,149,510,217,1674,180.9,79,30.75,194.9,83,16.57,197.8,109,8.9,8.8,9,2.38,3,0
3236,52,111,408,2116,1674,294.7,90,50.1,294.6,72,25.04,260.1,121,11.7,10.8,3,2.92,1,1
1858,53,136,415,2116,1674,252.4,74,42.91,167.9,81,14.27,248.3,110,11.17,10.7,3,2.89,2,0
2479,39,148,408,2116,1674,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,0
3136,42,102,408,2116,659,214.7,86,36.5,314.3,109,26.72,280.2,110,12.61,14.3,2,3.86,0,0
827,53,117,415,2116,659,198.1,86,33.68,177.0,86,15.05,180.5,92,8.12,6.8,6,1.84,1,0
2228,56,140,415,2116,1674,129.6,79,22.03,246.2,99,20.93,172.1,124,7.74,9.4,10,2.54,3,0
2652,42,119,415,2116,1674,109.2,96,18.56,153.1,80,13.01,240.0,102,10.8,9.8,5,2.65,2,0
2939,51,159,415,2116,1674,167.4,68,28.46,143.8,74,12.22,140.1,111,6.3,10.3,3,2.78,0,1
594,57,113,408,2116,659,44.9,63,7.63,134.2,82,11.41,168.4,118,7.58,13.3,3,3.59,1,0
495,60,138,415,217,659,211.2,117,35.9,312.5,98,26.56,178.0,118,8.01,10.7,2,2.89,3,1
938,39,151,408,2116,659,214.7,97,36.5,138.5,90,11.77,169.1,44,7.61,8.6,4,2.32,1,0
3082,38,153,510,2116,1674,166.8,127,28.36,143.5,121,12.2,210.7,130,9.48,11.8,4,3.19,0,0
2869,38,130,408,217,1674,216.2,106,36.75,363.7,86,30.91,126.7,123,5.7,16.9,2,4.56,5,1
2714,39,120,408,2116,659,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0
299,52,73,415,2116,659,82.3,105,13.99,256.1,91,21.77,229.6,98,10.33,11.8,2,3.19,6,1
832,43,62,408,2116,1674,182.3,101,30.99,328.2,93,27.9,245.0,131,11.03,11.2,1,3.02,2,0
834,51,105,510,2116,1674,140.6,109,23.9,178.6,51,15.18,217.0,83,9.76,6.8,3,1.84,2,0
2505,40,140,415,2116,1674,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,0
30,39,64,408,2116,659,182.1,91,30.96,169.7,98,14.42,164.7,86,7.41,10.6,5,2.86,2,0
2441,60,103,510,217,1674,171.7,78,29.19,144.5,86,12.28,157.9,106,7.11,6.8,3,1.84,3,0
2880,33,61,408,2116,659,105.0,78,17.85,180.6,100,15.35,174.1,115,7.83,10.2,2,2.75,2,1
1354,44,98,510,2116,1674,271.4,119,46.14,190.4,102,16.18,284.7,118,12.81,11.1,6,3.0,4,1
1680,25,92,408,2116,1674,249.4,118,42.4,211.5,95,17.98,169.0,116,7.61,9.1,3,2.46,0,0
2769,51,48,415,2116,1674,240.0,88,40.8,141.0,117,11.99,128.9,137,5.8,7.1,9,1.92,1,0
1854,75,86,415,2116,1674,136.4,104,23.19,202.5,110,17.21,230.7,86,10.38,11.5,1,3.11,3,0
766,53,121,510,2116,1674,190.7,103,32.42,183.5,117,15.6,220.8,103,9.94,9.8,4,2.65,3,0
1565,38,9,415,2116,659,214.1,108,36.4,169.2,115,14.38,189.7,117,8.54,10.1,3,2.73,1,0
906,40,113,415,2116,1674,215.5,129,36.64,218.7,117,18.59,207.1,91,9.32,6.6,9,1.78,4,0
2661,51,80,510,2116,659,196.4,115,33.39,150.3,109,12.78,176.2,75,7.93,9.3,1,2.51,0,0
3119,55,112,510,2116,1674,189.4,83,32.2,219.0,89,18.62,168.0,116,7.56,7.1,8,1.92,3,0
2349,60,40,408,2116,1674,242.5,82,41.23,232.9,97,19.8,154.0,86,6.93,9.6,7,2.59,0,0
2596,45,161,510,2116,1674,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,1
429,51,126,415,2116,1674,190.9,143,32.45,149.7,72,12.72,191.4,87,8.61,13.0,3,3.51,1,0
1281,52,107,510,217,1674,273.5,104,46.5,183.8,68,15.62,153.8,67,6.92,11.0,9,2.97,2,0
1065,25,93,415,2116,659,178.7,134,30.38,178.6,102,15.18,126.8,82,5.71,8.0,4,2.16,2,0
3056,53,83,510,2116,1674,208.9,71,35.51,214.8,92,18.26,247.9,108,11.16,13.0,5,3.51,1,0
2425,44,127,510,2116,1674,96.0,117,16.32,177.0,68,15.05,162.2,127,7.3,9.7,4,2.62,3,0
16,56,77,415,2116,1674,251.8,72,42.81,205.7,126,17.48,275.2,109,12.38,9.8,7,2.65,2,1
3189,44,93,415,2116,659,237.2,85,40.32,213.1,100,18.11,192.7,87,8.67,10.7,4,2.89,1,0
1256,38,106,408,2116,1674,220.7,120,37.52,270.2,95,22.97,121.6,113,5.47,8.7,5,2.35,1,0
1795,51,83,510,2116,659,226.4,117,38.49,234.7,97,19.95,133.6,82,6.01,10.8,7,2.92,1,0
842,45,86,408,2116,659,167.6,139,28.49,113.0,118,9.61,246.9,121,11.11,12.2,6,3.29,1,0
2518,50,136,415,2116,1674,92.4,109,15.71,219.0,115,18.62,212.6,80,9.57,12.9,4,3.48,2,0
2548,60,122,415,2116,659,163.0,107,27.71,312.8,118,26.59,200.0,85,9.0,11.6,5,3.13,1,0
392,37,86,408,2116,659,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,0
1045,44,44,415,2116,1674,240.3,146,40.85,164.6,83,13.99,240.7,106,10.83,10.6,2,2.86,1,0
2577,60,112,415,2116,1674,174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9.0,6,2.43,4,1
2732,47,16,510,2116,1674,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,0
1384,75,161,415,2116,1674,191.9,113,32.62,70.9,87,6.03,204.8,107,9.22,13.4,4,3.62,4,1
305,47,127,510,2116,1674,239.8,107,40.77,128.9,121,10.96,249.9,110,11.25,11.3,5,3.05,1,0
2040,56,92,415,2116,1674,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,3,3.73,1,0
2506,37,98,415,2116,1674,227.1,116,38.61,120.5,103,10.24,117.0,102,5.27,4.7,4,1.27,5,1
593,52,128,408,2116,1674,227.9,130,38.74,302.6,71,25.72,191.5,82,8.62,5.5,7,1.49,1,1
352,43,96,415,2116,659,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,2,3.0,2,0
204,51,50,510,2116,1674,188.9,94,32.11,203.9,104,17.33,151.8,124,6.83,11.6,8,3.13,3,0
231,55,72,415,2116,1674,217.8,93,37.03,189.7,113,16.12,182.6,91,8.22,10.4,5,2.81,4,0
2662,75,84,408,2116,1674,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0
400,43,81,510,217,1674,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,0
1550,44,159,415,2116,1674,189.1,105,32.15,246.1,147,20.92,242.0,106,10.89,10.4,5,2.81,1,1
1541,38,86,510,2116,1674,190.5,115,32.39,179.6,130,15.27,258.5,89,11.63,10.1,5,2.73,3,0
3032,45,112,415,2116,659,225.2,89,38.28,256.8,117,21.83,249.7,87,11.24,11.5,1,3.11,4,0
2940,34,74,510,2116,659,154.1,122,26.2,195.3,150,16.6,276.7,86,12.45,13.2,2,3.56,4,0
1681,75,67,415,2116,659,129.6,107,22.03,233.0,104,19.81,297.0,93,13.37,14.5,5,3.92,1,0
2912,63,134,415,2116,1674,244.1,99,41.5,246.9,111,20.99,200.0,133,9.0,7.2,2,1.94,0,0
1953,50,117,415,2116,1674,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,8,2.59,1,0
137,75,32,408,2116,659,266.7,109,45.34,232.3,107,19.75,212.8,98,9.58,16.3,4,4.4,1,0
879,63,24,510,2116,659,164.9,110,28.03,209.3,105,17.79,231.2,55,10.4,6.7,9,1.81,1,0
2362,53,81,510,2116,1674,154.5,84,26.27,216.2,91,18.38,229.8,82,10.34,13.7,3,3.7,1,0
1977,36,176,415,2116,659,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0
1022,51,100,510,2116,1674,278.0,76,47.26,176.7,74,15.02,219.5,126,9.88,8.3,4,2.24,0,1
359,52,84,510,2116,1674,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,0
2790,41,68,415,217,659,142.0,140,24.14,241.6,89,20.54,302.0,72,13.59,11.3,5,3.05,1,0
2715,47,160,415,2116,1674,97.5,113,16.58,268.1,69,22.79,255.3,62,11.49,13.2,4,3.56,3,0
433,39,110,415,2116,1674,241.2,105,41.0,174.3,85,14.82,245.3,59,11.04,8.5,4,2.3,2,0
2128,51,54,408,2116,659,143.9,73,24.46,210.3,117,17.88,129.2,117,5.81,12.5,8,3.38,2,0
755,53,157,408,2116,1674,229.8,90,39.07,147.9,121,12.57,241.4,108,10.86,9.6,7,2.59,3,0
792,44,56,415,2116,1674,226.0,112,38.42,248.5,118,21.12,140.5,142,6.32,6.9,11,1.86,1,0
1672,44,111,415,2116,1674,229.4,107,39.0,214.1,99,18.2,289.6,95,13.03,10.4,6,2.81,4,0
97,44,129,415,2116,659,119.6,104,20.33,278.7,88,23.69,263.4,175,11.85,5.9,2,1.59,2,0
278,60,66,408,2116,1674,87.6,76,14.89,262.0,111,22.27,184.6,125,8.31,9.2,5,2.48,1,0
1182,47,50,415,2116,659,252.9,112,42.99,177.9,99,15.12,158.4,146,7.13,8.5,4,2.3,3,0
1520,51,114,415,2116,1674,191.5,88,32.56,175.2,78,14.89,220.3,118,9.91,0.0,0,0.0,0,0
2431,38,133,415,2116,1674,216.2,67,36.75,222.2,133,18.89,192.0,95,8.64,3.1,1,0.84,2,0
1927,47,85,415,2116,1674,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,7,3.08,2,1
1338,39,166,408,2116,1674,274.3,110,46.63,52.9,109,4.5,246.1,119,11.07,10.9,5,2.94,0,0
895,51,86,415,2116,659,221.6,74,37.67,288.4,100,24.51,240.3,105,10.81,9.0,2,2.43,1,0
2024,45,102,408,2116,1674,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,5,2.78,4,0
1722,39,52,415,2116,659,170.9,71,29.05,201.4,80,17.12,159.0,124,7.15,4.1,5,1.11,2,0
2063,37,146,510,2116,1674,189.3,77,32.18,155.9,128,13.25,186.0,83,8.37,7.4,3,2.0,0,0
759,43,125,408,2116,1674,126.7,108,21.54,206.0,90,17.51,247.8,114,11.15,13.3,7,3.59,1,0
175,45,87,408,2116,1674,322.5,106,54.83,204.6,93,17.39,186.2,128,8.38,9.4,4,2.54,2,1
2028,45,109,415,217,1674,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,8,2.62,2,1
120,38,63,415,2116,659,142.3,107,24.19,118.7,56,10.09,240.1,91,10.8,6.6,8,1.78,1,0
1040,43,105,415,2116,659,193.5,85,32.9,220.2,90,18.72,272.4,111,12.26,8.5,5,2.3,0,0
1171,43,68,408,2116,659,82.5,97,14.03,289.9,94,24.64,180.0,114,8.1,4.8,4,1.3,3,0
1989,53,78,415,2116,1674,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0
2283,47,151,415,2116,1674,118.9,128,20.21,278.3,65,23.66,194.8,61,8.77,13.2,10,3.56,2,0
3131,51,75,415,2116,1674,305.1,106,51.87,188.0,115,15.98,235.4,116,10.59,8.5,5,2.3,0,1
1608,52,48,510,2116,1674,188.4,63,32.03,165.9,89,14.1,205.7,71,9.26,13.2,2,3.56,1,0
2904,25,112,415,2116,1674,208.7,150,35.48,212.8,104,18.09,178.1,98,8.01,8.5,4,2.3,0,0
878,53,59,510,2116,1674,155.2,79,26.38,235.3,123,20.0,169.4,80,7.62,8.7,4,2.35,1,0
168,45,92,415,217,659,281.1,88,47.79,198.0,103,16.83,94.3,76,4.24,7.5,3,2.03,0,0
661,25,84,415,2116,1674,280.0,113,47.6,202.2,90,17.19,156.8,103,7.06,10.4,4,2.81,0,1
2081,51,146,408,2116,659,202.5,91,34.43,241.4,108,20.52,169.6,77,7.63,7.8,2,2.11,1,0
43,45,94,408,2116,1674,181.8,85,30.91,202.4,98,17.2,245.9,97,11.07,9.2,2,2.48,4,0
2584,42,42,415,2116,1674,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,1
456,55,149,415,2116,659,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,0
2239,45,114,510,2116,659,141.3,96,24.02,230.4,88,19.58,223.7,85,10.07,9.4,3,2.54,3,0
2829,60,12,415,2116,1674,204.6,98,34.78,212.5,90,18.06,182.1,95,8.19,9.8,7,2.65,2,0
2892,38,116,408,2116,659,155.7,104,26.47,185.4,118,15.76,192.7,116,8.67,8.2,2,2.21,3,0
853,50,123,415,2116,1674,206.9,85,35.17,244.7,78,20.8,221.5,136,9.97,7.7,2,2.08,3,0
